Address,Amt per m²,Balcony,District,Elevator,Floor,Location,Monthly Pay,Municipality,Patio,Price,Size in m²,Total Rooms,Latitude,Longitude,lat_2,long_2,Distance
Frödingsvägen 10,95833.33333333331,False,Fredhäll,False,3.0,"Fredhäll,Stockholm",2988.0,Stockholms kommun,False,3450000,36.0,2.0,59.330192,18.0025038,59.3324,18.0645,3.5248334514826443
Tegelviksgatan 87,85642.85714285714,True,Norra Hammarbyhamnen,False,1.0,"Norra Hammarbyhamnen,Stockholm",6042.0,Stockholms kommun,False,5995000,70.0,2.0,59.3085517,18.0976195,59.3324,18.0645,3.2500682117514823
Annedalsvägen 26,51546.39175257732,True,Bromma,True,1.0,"Bromma,Stockholm",3873.0,Stockholms kommun,False,2500000,48.5,2.0,59.36521535,17.950555893058432,59.3324,18.0645,7.418692756733188
Alfons Åbergs gata 5,53611.11111111111,False,Annedal,True,1.0,"Annedal,Stockholm",3915.0,Stockholms kommun,True,2895000,54.0,2.0,59.3650719,17.9462966,59.3324,18.0645,7.622241138808616
Gjuteribacken 8C,80576.92307692308,False,Lilla Alby,False,2.0,"Lilla Alby,Sundbyberg",2348.0,Sundbybergs kommun,False,2095000,26.0,1.0,59.3591869,17.972976,59.3324,18.0645,5.982935737005701
Ankdammsgatan 2,47000.0,True,Centrala Solna,True,2.0,"Centrala Solna,Solna",5239.0,Solna kommun,False,3995000,85.0,3.0,59.3553397,17.993718,59.3324,18.0645,4.755145025331139
Vällstavägen 16,34652.77777777778,True,Runby,True,2.0,"Runby,Upplands Väsby",4326.0,Upplands Väsby kommun,False,2495000,72.0,3.0,59.5115102,17.8746189,59.3324,18.0645,22.627804843513385
Lugnets Allé 52,85828.2208588957,True,Hammarby Sjöstad,True,1.0,"Hammarby Sjöstad,Stockholm",5859.0,Stockholms kommun,False,6995000,81.5,4.0,59.3045114,18.1063486,59.3324,18.0645,3.9057185492349435
Stångjärnsvägen 8,49456.52173913043,False,Bromma,False,3.0,"Bromma,Stockholm",3900.0,Stockholms kommun,False,2275000,46.0,2.0,59.3466043,17.9704971,59.3324,18.0645,5.559408525377774
Kungsholmsgatan 42,112195.12195121952,False,Kungsholmen,False,1.0,"Kungsholmen,Stockholm",1978.0,Stockholms kommun,False,4600000,41.0,2.0,59.3322028,18.0402591,59.3324,18.0645,1.3750186016135866
Krikongränd 2,38192.77108433735,True,Hässelby Strand,True,8.0,"Hässelby Strand,Stockholm",4899.0,Stockholms kommun,False,3170000,83.0,4.0,59.3628755,17.8383014,59.3324,18.0645,13.263454058371185
Alsnögatan 24,94782.60869565218,True,Södermalm,True,6.0,"Södermalm,Stockholm",1985.0,Stockholms kommun,False,3270000,34.5,1.0,59.3119311,18.1001594,59.3324,18.0645,3.045177878950711
Almagatan 10,54950.0,False,Haga Norra,True,2.0,"Haga Norra,Solna",7699.0,Solna kommun,False,5495000,100.0,3.5,59.3656178,18.0165325,59.3324,18.0645,4.586610674376721
Lindvallsplan 4,99756.0975609756,True,Södermalm,False,3.0,"Södermalm,Stockholm",2813.0,Stockholms kommun,False,4090000,41.0,2.0,59.316414,18.0284041,59.3324,18.0645,2.711594521451322
Stig Lindbergs gata 15,49285.71428571428,True,Gustavsberg,True,5.0,"Gustavsberg,Värmdö",6376.0,Värmdö kommun,False,3795000,77.0,3.0,59.3224349,18.3855906,59.3324,18.0645,18.24720789549178
Ursviks Allé 35,53717.94871794872,True,Ursvik,True,3.0,"Ursvik,Sundbyberg",3843.0,Sundbybergs kommun,False,2095000,39.0,2.0,59.3838737,17.9462652,59.3324,18.0645,8.812432407024923
Sankt Paulsgatan 7A,85095.54140127389,False,Maria,True,1.0,"Maria,Stockholm",5062.0,Stockholms kommun,False,6680000,78.5,3.0,59.318259299999994,18.069301822938225,59.3324,18.0645,1.5957943432635011
Dammtorps Allé 5,57722.22222222222,True,Järvastaden,True,4.0,"Järvastaden,Solna",4347.0,Solna kommun,False,5195000,90.0,4.0,59.3835107,17.9839669,59.3324,18.0645,7.289027746280852
Vitalisvägen 7,89000.0,False,Fredhäll,False,1.0,"Fredhäll,Stockholm",2573.0,Stockholms kommun,False,3560000,40.0,1.5,59.3302414,18.0061202,59.3324,18.0645,3.319844973910901
Kungsholmsgatan 9,100779.22077922078,True,Kungsholmen,True,2.0,"Kungsholmen,Stockholm",4172.0,Stockholms kommun,False,3880000,38.5,2.0,59.33081,18.0491435,59.3324,18.0645,0.8887383638985592
Stallgatan 17,43416.14906832298,True,Ursvik,True,5.0,"Ursvik,Sundbyberg",7225.0,Sundbybergs kommun,False,3495000,80.5,4.0,59.5123048,17.9053125,59.3324,18.0645,21.937655215512773
Fredrikslundsvägen 5,68055.55555555556,False,Bromma,False,2.0,"Bromma,Stockholm",3391.0,Stockholms kommun,False,2450000,36.0,2.0,59.3333471,17.9440229,59.3324,18.0645,6.833659188052766
Löfströms Allé 4D,75886.07594936709,True,Centrala,True,7.0,"Centrala,Sundbyberg",4668.0,Sundbybergs kommun,False,5995000,79.0,3.0,59.3611255,17.9631593,59.3324,18.0645,6.57339639090704
Stamgatan 84,31811.594202898552,True,Östberga,False,2.0,"Östberga,Stockholm",5285.0,Stockholms kommun,False,2195000,69.0,3.0,59.2848858,18.0408613,59.3324,18.0645,5.451019286913481
Hjortängsvägen 2,62857.142857142855,True,Boo,True,3.0,"Boo,Nacka",3527.0,Nacka kommun,False,2200000,35.0,1.5,59.3133693,18.2290525,59.3324,18.0645,9.572157070545066
Ribby Allé 64,28074.074074074077,True,Västerhaninge,False,2.0,"Västerhaninge,Haninge",7498.0,Haninge kommun,True,1895000,67.5,3.0,59.1208984,18.114111700000002,59.3324,18.0645,23.686670507203466
Kronobergsgatan 20,157631.57894736843,True,Kungsholmen Sankt Eriksområdet,True,2.0,"Kungsholmen Sankt Eriksområdet,Stockholm",1863.0,Stockholms kommun,False,2995000,19.0,1.0,59.3355051,18.0353339,59.3324,18.0645,1.6897515542020576
Midsommarvägen 27,65943.39622641509,True,Midsommarkransen,False,4.0,"Midsommarkransen,Stockholm",4331.0,Stockholms kommun,False,3495000,53.0,2.0,59.2996175,18.0074707,59.3324,18.0645,4.874385645509898
Tallkrogsvägen 8E,66300.0,True,Enskede,False,1.0,"Enskede,Stockholm",6594.0,Stockholms kommun,False,6630000,100.0,4.0,59.2787951,18.0916952,59.3324,18.0645,6.15722363832294
Oxenstiernas Allé 22,38047.619047619046,True,Ursvik,True,3.0,"Ursvik,Sundbyberg",7442.0,Sundbybergs kommun,False,3995000,105.0,4.0,59.3827945,17.9453665,59.3324,18.0645,8.77418258855292
Chamottevägen 7,48000.0,True,Porslinskvarteren,True,2.0,"Porslinskvarteren,Värmdö",4483.0,Värmdö kommun,False,3360000,70.0,3.0,59.3228154,18.3832372,59.3324,18.0645,18.111322176345308
Östra Kasernvägen 5A,41185.56701030928,False,Rindö Hamn,True,3.0,"Rindö Hamn,Vaxholm",6335.0,Vaxholms kommun,False,3995000,97.0,4.0,59.3951146,18.4364397,59.3324,18.0645,22.1990802170065
Ebjörns väg 3B,49880.95238095238,True,Åkersberga Centrum,True,3.0,"Åkersberga Centrum,Österåker",3266.0,Österåkers kommun,False,2095000,42.0,2.0,59.4818289,18.3030387,59.3324,18.0645,21.408128413429505
Kärrtorpsvägen 93,59866.66666666666,True,Skarpnäck Kärrtorp,False,3.0,"Skarpnäck Kärrtorp,Stockholm",5076.0,Stockholms kommun,False,4490000,75.0,3.0,59.2828141,18.1139343,59.3324,18.0645,6.186526002445186
Boplatsvägen 7,54097.22222222222,True,Brotorp,True,5.0,"Brotorp,Sundbyberg",5707.0,Sundbybergs kommun,False,3895000,72.0,3.0,59.38220925,17.972574985686038,59.3324,18.0645,7.60375321693633
Sockenvägen 484,64285.71428571428,True,Enskede,False,2.0,"Enskede,Stockholm",4930.0,Stockholms kommun,False,3600000,56.0,2.0,59.279243,18.094434,59.3324,18.0645,6.150139188641715
Ringvägen 8,36500.0,True,Åby,False,3.0,"Åby,Haninge",3442.0,Haninge kommun,False,1095000,30.0,1.0,59.3177355,18.0499588,59.3324,18.0645,1.8273922688914073
Vinthundsgatan 2A,54517.766497461926,False,Järvastaden,True,1.0,"Järvastaden,Sundbyberg",6581.0,Sundbybergs kommun,True,5370000,98.5,4.0,59.3823652,17.9768112,59.3324,18.0645,7.454221360885955
Petuniavägen 38,43529.41176470588,True,Vendelsö,False,2.0,"Vendelsö,Haninge",4771.0,Haninge kommun,False,3330000,76.5,3.0,59.2049153,18.1998022,59.3324,18.0645,16.126268417932653
Oxenstiernas Allé 22,40931.67701863354,True,Ursvik,True,1.0,"Ursvik,Sundbyberg",5675.0,Sundbybergs kommun,True,3295000,80.5,3.0,59.3827945,17.9453665,59.3324,18.0645,8.77418258855292
Bäckaskiftsvägen 48,51578.94736842105,True,Stureby,False,3.0,"Stureby,Stockholm",3240.0,Stockholms kommun,False,2940000,57.0,2.0,59.2734653,18.0497853,59.3324,18.0645,6.606257569879909
Skagafjordsgatan 13,37238.80597014925,True,Kista Gård,True,6.0,"Kista Gård,Stockholm",3615.0,Stockholms kommun,False,2495000,67.0,3.0,59.408542,17.9392614,59.3324,18.0645,11.04639402236402
Margaretavägen 13,31896.55172413793,True,Jakobsberg,False,1.0,"Jakobsberg,Järfälla",3903.0,Järfälla kommun,False,1850000,58.0,2.0,59.28420225,18.07957192722079,59.3324,18.0645,5.427184063829465
Drottning Kristinas Esplanad 63,70135.13513513513,True,Ulriksdal,True,2.0,"Ulriksdal,Solna",1957.0,Solna kommun,False,2595000,37.0,1.5,59.3828239,18.005426,59.3324,18.0645,6.530375145077442
Sjöfartsgatan 17,75956.28415300546,True,Hammarby Sjöstad,True,6.0,"Hammarby Sjöstad,Stockholm",6877.0,Stockholms kommun,False,6950000,91.5,2.0,59.3035113,18.0897797,59.3324,18.0645,3.5179719709423667
Enskedevägen 168,63300.970873786406,False,Svedmyra,True,1.0,"Svedmyra,Stockholm",6110.0,Stockholms kommun,True,6520000,103.0,4.0,59.2736397,18.0688463,59.3324,18.0645,6.5385035667692915
Nybodagatan 16,61018.51851851852,True,Skytteholm,True,5.0,"Skytteholm,Solna",2478.0,Solna kommun,False,3295000,54.0,2.0,59.3574333,17.992662488810378,59.3324,18.0645,4.933163882220437
Lavettvägen 45,39022.55639097744,True,Rissne,True,2.0,"Rissne,Sundbyberg",4070.0,Sundbybergs kommun,False,2595000,66.5,2.0,59.3758733,17.9326558,59.3324,18.0645,8.900063855051483
Follingbogatan 14,54965.98639455783,True,Beckomberga,True,1.0,"Beckomberga,Stockholm",4313.0,Stockholms kommun,False,4040000,73.5,2.0,59.3590294,17.9035412,59.3324,18.0645,9.593703569895611
Långholmsgatan 7,99655.1724137931,True,Södermalm,True,2.0,"Södermalm,Stockholm",2558.0,Stockholms kommun,False,5780000,58.0,2.0,59.3174773,18.0330156,59.3324,18.0645,2.437899320731456
Kungsbro Strand 19,100512.82051282052,False,Kungsholmen,False,0.0,"Kungsholmen,Stockholm",4056.0,Stockholms kommun,False,3920000,39.0,2.0,59.330373,18.0507397,59.3324,18.0645,0.8123431113690981
Kista Alléväg 25,44795.91836734694,True,Kista Gård,True,1.0,"Kista Gård,Stockholm",3451.0,Stockholms kommun,False,2195000,49.0,2.0,59.4083846,17.9403442,59.3324,18.0645,10.993647926581756
Landåvägen 45,44533.333333333336,True,Jarlaberg,True,3.0,"Jarlaberg,Nacka",6595.0,Nacka kommun,False,3340000,75.0,3.0,59.3171402,18.1705066,59.3324,18.0645,6.248393291717715
Tyska Bottens väg 48B,43301.88679245283,False,Bromma,False,1.0,"Bromma,Stockholm",4392.0,Stockholms kommun,True,2295000,53.0,2.0,59.33191865,17.90852745,59.3324,18.0645,8.846315909954043
Krakel Spektakels gata 1,56296.2962962963,False,Bromma,False,2.0,"Bromma,Stockholm",5274.0,Stockholms kommun,False,4560000,81.0,3.0,59.3653373,17.9502017,59.3324,18.0645,7.442834504296543
Torsgränd 6,104651.16279069768,True,Vasastan,True,5.0,"Vasastan,Stockholm",4985.0,Stockholms kommun,False,4500000,43.0,2.0,59.3372717,18.0458834,59.3324,18.0645,1.1866401780334461
Forskningsringen 87A,60042.91845493562,True,Ursvik,True,5.0,"Ursvik,Sundbyberg",8205.0,Sundbybergs kommun,False,6995000,116.5,4.0,59.3818173,17.9496186,59.3324,18.0645,8.51971365378813
Utgårdsvägen 18,25094.33962264151,True,Handen,False,3.0,"Handen,Haninge",6012.0,Haninge kommun,False,1995000,79.5,3.0,59.37910815,17.87820385,59.3324,18.0645,11.766888390294941
Holmvägen 17,24662.921348314605,True,Apoteksskogen,True,6.0,"Apoteksskogen,Upplands Väsby",6681.0,Upplands Väsby kommun,False,2195000,89.0,3.0,59.5237889,17.919666689726004,59.3324,18.0645,22.80341873825818
Sankt Göransgatan 70,99271.52317880794,True,Kungsholmen,True,4.0,"Kungsholmen,Stockholm",2081.0,Stockholms kommun,False,7495000,75.5,2.5,59.3334784,18.0309713,59.3324,18.0645,1.9053507786157515
Vinnarcirkeln 9,54593.023255813954,False,Täby Park,True,1.0,"Täby Park,Täby",4655.0,Täby kommun,True,4695000,86.0,3.0,59.4423261,18.086902551169484,59.3324,18.0645,12.288871380355221
Responsgatan 14,59166.66666666666,True,Midsommarkransen,True,2.0,"Midsommarkransen,Stockholm",3680.0,Stockholms kommun,False,3195000,54.0,2.0,59.2978195,18.0034004,59.3324,18.0645,5.177446460361287
Centralvägen 2E,38655.913978494624,True,Centrum,True,7.0,"Centrum,Upplands Väsby",7095.0,Upplands Väsby kommun,False,3595000,93.0,4.0,59.5211664,17.9024773,59.3324,18.0645,22.902990204081505
Lergropsvägen 4,35669.642857142855,True,Centrum,True,4.0,"Centrum,Upplands Väsby",7329.0,Upplands Väsby kommun,False,3995000,112.0,5.0,59.523002,17.9025584,59.3324,18.0645,23.08827564723798
Hammarby Allé 40,79591.83673469388,True,Hammarby Sjöstad,True,7.0,"Hammarby Sjöstad,Stockholm",5298.0,Stockholms kommun,False,5850000,73.5,3.0,59.3034246,18.0918594,59.3324,18.0645,3.5763951388335715
Albatrossvägen 44,24935.064935064936,True,Vendelsömalm,False,1.0,"Vendelsömalm,Haninge",5046.0,Haninge kommun,False,1920000,77.0,3.0,59.1769803,18.1779476,59.3324,18.0645,18.445932599105934
Sickla Kanalgata 60,67012.19512195123,True,Hammarby Sjöstad,True,2.0,"Hammarby Sjöstad,Stockholm",6141.0,Stockholms kommun,False,5495000,82.0,2.0,59.3030373,18.1097193,59.3324,18.0645,4.152493333894911
Sjödalsvägen 20,47920.0,True,Centrala Huddinge,True,3.0,"Centrala Huddinge,Huddinge",5214.0,Huddinge kommun,False,2995000,62.5,2.0,59.23438305,17.98511999925083,59.3324,18.0645,11.794711565510264
Tulegatan 18,80000.0,True,Centrala Sundbyberg,True,3.0,"Centrala Sundbyberg,Sundbyberg",1990.0,Sundbybergs kommun,False,3120000,39.0,2.0,59.36567075,17.974228065696316,59.3324,18.0645,6.314557486727728
Månadsvägen 29,30390.625,True,Jakobsberg,False,3.0,"Jakobsberg,Järfälla",5265.0,Järfälla kommun,False,1945000,64.0,3.0,59.42317,17.821673999999998,59.3324,18.0645,17.059723628249884
Miklagårdsvägen 10B,29285.714285714286,False,Jursta,False,1.0,"Jursta,Upplands-Bro",5135.0,Upplands-Bro kommun,True,2050000,70.0,3.0,59.514363,17.6088796,59.3324,18.0645,32.765172569942386
Vanadisvägen 32,114756.0975609756,False,Vasastan,True,0.0,"Vasastan,Stockholm",3474.0,Stockholms kommun,False,9410000,82.0,3.0,59.3459555,18.0430738,59.3324,18.0645,1.9359981069782985
Erik Tegels väg 15,39574.46808510638,True,Spånga Bromsten,False,2.0,"Spånga Bromsten,Stockholm",3696.0,Stockholms kommun,False,1860000,47.0,2.0,59.3820964,17.9158129,59.3324,18.0645,10.077012112288914
Hertigvägen 12,70000.0,True,Aspudden,False,1.0,"Aspudden,Stockholm",2332.0,Stockholms kommun,False,2870000,41.0,1.0,59.3540447,18.27993763636219,59.3324,18.0645,12.44965541754918
Fritzbergsvägen 5,44305.55555555556,True,Vallentuna Kragsta,True,1.0,"Vallentuna Kragsta,Vallentuna",3698.0,Vallentuna kommun,False,1595000,36.0,1.0,59.5131617,18.0721118,59.3324,18.0645,20.10439493895263
Stambanevägen 28,56704.545454545456,True,Stuvsta Centrum,True,3.0,"Stuvsta Centrum,Huddinge",3390.0,Huddinge kommun,False,2495000,44.0,2.0,59.2541331,17.9948955,59.3324,18.0645,9.558249457089959
Kungsholmsgatan 13,107123.28767123289,False,Kungsholmen,True,4.0,"Kungsholmen,Stockholm",3838.0,Stockholms kommun,False,3910000,36.5,2.0,59.3309585,18.0480612,59.3324,18.0645,0.9460356160390574
Konstgjutarvägen 18,60192.307692307695,True,Johanneshov,False,1.0,"Johanneshov,Stockholm",3979.0,Stockholms kommun,False,4695000,78.0,3.0,59.2949075,18.0779177,59.3324,18.0645,4.237937051983669
Hökens gata 8C,117878.78787878789,True,Södermalm,True,1.0,"Södermalm,Stockholm",2614.0,Stockholms kommun,False,3890000,33.0,1.0,59.3179081,18.0716683,59.3324,18.0645,1.661941815363966
Ankdammsgatan 29,50793.65079365079,True,Skytteholm,True,2.0,"Skytteholm,Solna",4160.0,Solna kommun,False,3200000,63.0,2.0,59.357252700000004,17.988156449999998,59.3324,18.0645,5.1352730889305125
Virebergsvägen 3,54876.03305785124,True,Råsunda,True,3.0,"Råsunda,Solna",4130.0,Solna kommun,False,3320000,60.5,2.0,59.3607926,17.9918459,59.3324,18.0645,5.189677319072584
Alströmergatan 32E,106964.28571428572,False,Kungsholmen,False,2.0,"Kungsholmen,Stockholm",1849.0,Stockholms kommun,False,2995000,28.0,1.0,59.3373292,18.0260392,59.3324,18.0645,2.2489847100482865
Pontonjärgatan 43,105000.0,False,Kungsholmen,True,1.0,"Kungsholmen,Stockholm",4287.0,Stockholms kommun,False,7770000,74.0,3.0,59.3296677,18.0287783,59.3324,18.0645,2.048715726593014
Slätbaksvägen 24,65283.018867924526,True,Årsta,False,2.0,"Årsta,Stockholm",3665.0,Stockholms kommun,False,3460000,53.0,3.0,59.2956636,18.0614197,59.3324,18.0645,4.088639410445988
Polhemsgatan 10,58250.0,True,Gamla Huvudsta,False,2.0,"Gamla Huvudsta,Solna",3203.0,Solna kommun,False,3495000,60.0,2.0,59.3289713,18.0359776,59.3324,18.0645,1.6620675820974866
Gotlandsgatan 66,113861.38613861386,True,Södermalm Katarina,True,2.0,"Södermalm Katarina,Stockholm",4211.0,Stockholms kommun,False,11500000,101.0,4.0,59.3101717,18.0810075,59.3324,18.0645,2.643157540877833
Johannelundsvägen 30,37437.5,False,Spånga Sundby,False,2.0,"Spånga Sundby,Stockholm",4371.0,Stockholms kommun,False,2995000,80.0,3.0,59.3631276,17.9092971,59.3324,18.0645,9.43859481466221
Cronhielms Allé 33,63220.338983050846,True,Ulriksdal,True,4.0,"Ulriksdal,Solna",3686.0,Solna kommun,False,3730000,59.0,2.0,59.3824827,18.0016565,59.3324,18.0645,6.610446611465171
Karlbergsvägen 72A,119230.76923076923,False,Vasastan,True,2.0,"Vasastan,Stockholm",1596.0,Stockholms kommun,False,4650000,39.0,2.0,59.3428361,18.0304848,59.3324,18.0645,2.2510616253529814
Sköllerstagatan 54,39117.64705882353,True,Hagsätra,True,2.0,"Hagsätra,Stockholm",4340.0,Stockholms kommun,False,1995000,51.0,2.0,59.2569044,18.0212045,59.3324,18.0645,8.747256659686784
Stenkullen 3C,55333.333333333336,False,Kvarnberget,False,1.0,"Kvarnberget,Värmdö",3657.0,Värmdö kommun,False,2490000,45.0,1.0,59.3225904,18.3895553,59.3324,18.0645,18.470619706241337
Skeppstavägen 31,37580.645161290326,False,Bandhagen,False,1.0,"Bandhagen,Stockholm",5957.0,Stockholms kommun,False,3495000,93.0,4.0,59.2669069,18.0580391,59.3324,18.0645,7.291731332706431
Grafikvägen 15,70212.76595744681,True,Gullmarsplan,True,2.0,"Gullmarsplan,Stockholm",3259.0,Stockholms kommun,False,3300000,47.0,2.0,59.2973132,18.0776793,59.3324,18.0645,3.9725047287593545
Högalidsgatan 25,103870.96774193548,False,Södermalm,True,0.0,"Södermalm,Stockholm",1868.0,Stockholms kommun,False,3220000,31.0,1.0,59.3182576,18.0310995,59.3324,18.0645,2.4623049531052703
Skånegatan 105A,115333.33333333331,False,Sofia,True,4.0,"Sofia,Stockholm",2516.0,Stockholms kommun,False,3460000,30.0,1.0,59.3131397,18.088559,59.3324,18.0645,2.5396128727454883
Hägerneholmsvägen 6B,47674.41860465116,True,Hägerneholm,True,1.0,"Hägerneholm,Täby",4147.0,Täby kommun,False,2050000,43.0,2.0,59.4698949,18.1184103,59.3324,18.0645,15.590261524364422
Hörningsnäsvägen 36,38600.0,False,Centrala,False,2.0,"Centrala,Huddinge",4604.0,Huddinge kommun,False,2895000,75.0,3.0,59.2337675,17.9928208,59.3324,18.0645,11.698697379106697
Albyvägen 19,23565.891472868218,False,Alby,True,1.0,"Alby,Botkyrka",4989.0,Botkyrka kommun,False,1520000,64.5,3.0,59.23933015,17.853326430523918,59.3324,18.0645,15.841005427490998
Nynäsvägen 351,55806.45161290323,False,Gamla Enskede,False,2.0,"Gamla Enskede,Stockholm",4489.0,Stockholms kommun,False,3460000,62.0,2.0,59.2819454,18.0916164,59.3324,18.0645,5.817571962752083
Bergsgatan 16B,85000.0,False,Centrala Sundbyberg,True,5.0,"Centrala Sundbyberg,Sundbyberg",2789.0,Sundbybergs kommun,False,3230000,38.0,2.0,59.3657907,17.9704732,59.3324,18.0645,6.49586113330975
Arkens väg 4,41744.186046511626,True,Handen,True,2.0,"Handen,Haninge",3906.0,Haninge kommun,False,1795000,43.0,1.0,59.1608727,18.1358252,59.3324,18.0645,19.499351256390604
Tobaksspinnargatan 6,104848.48484848483,False,Hornstull,True,3.0,"Hornstull,Stockholm",2156.0,Stockholms kommun,False,3460000,33.0,1.0,59.317956,18.0306823,59.3324,18.0645,2.5019638795047725
Arkadvägen 1,66326.5306122449,True,Skärmarbrink,True,3.0,"Skärmarbrink,Stockholm",3246.0,Stockholms kommun,False,3250000,49.0,2.0,59.2948403,18.086630329361462,59.3324,18.0645,4.361172945677536
Oskarslundsbacken 30,77205.88235294117,False,Liljeholmen,True,5.0,"Liljeholmen,Stockholm",6775.0,Stockholms kommun,False,7875000,102.0,4.0,59.3050685,18.0291475,59.3324,18.0645,3.6413874520252167
Värmlandsvägen 269,42792.2077922078,True,Farsta,True,1.0,"Farsta,Stockholm",5748.0,Stockholms kommun,False,3295000,77.0,3.0,59.245171,18.078534200000007,59.3324,18.0645,9.732110244447634
Gustavslundsvägen 165,66610.16949152542,False,Bromma,False,4.0,"Bromma,Stockholm",3585.0,Stockholms kommun,False,3930000,59.0,2.0,59.3327349,17.9792714,59.3324,18.0645,4.833919540811075
Hasselnötsvägen 60,47422.68041237113,True,Älta,False,2.0,"Älta,Nacka",4283.0,Nacka kommun,False,2300000,48.5,2.0,59.2544832,18.18030792366167,59.3324,18.0645,10.876731266776936
Blekingegatan 42,93770.4918032787,False,Katarina,True,4.0,"Katarina,Stockholm",3652.0,Stockholms kommun,False,5720000,61.0,2.0,59.3106777,18.076796,59.3324,18.0645,2.5141296640565467
