Address,Amt per m²,Balcony,District,Elevator,Floor,Location,Monthly Pay,Municipality,Patio,Price,Size in m²,Total Rooms,Latitude,Longitude,lat_2,long_2,Distance
Sveavägen 129,102238.80597014926,False,Vasastan,True,5.0,"Vasastan,Stockholm",1972.0,Stockholms kommun,False,6850000,67.0,3.0,59.348437,18.0510212,59.3324,18.0645,1.9401141169336196
Lammholmsbacken 234,26484.375,False,Vårby,False,2.0,"Vårby,Huddinge",4215.0,Huddinge kommun,False,1695000,64.0,2.0,59.2692593,17.8904534,59.3324,18.0645,12.12082897489866
Radiusbacken 23,80873.01587301587,False,Midsommarkransen,True,4.0,"Midsommarkransen,Stockholm",3438.0,Stockholms kommun,False,5095000,63.0,2.0,59.298915,18.0054794,59.3324,18.0645,5.007945688373514
Heklagatan 67B,41894.73684210526,True,Kistahöjden,False,1.0,"Kistahöjden,Stockholm",3435.0,Stockholms kommun,False,1990000,47.5,2.0,59.4124003,17.9373345,59.3324,18.0645,11.446687655461028
Farstavägen 163,40803.57142857143,True,Farsta,True,2.0,"Farsta,Stockholm",7140.0,Stockholms kommun,False,4570000,112.0,4.0,59.240412161538465,18.093391776923077,59.3324,18.0645,10.359353406061523
Tvillingarnas gata 342,19642.85714285714,True,Brandbergen,False,2.0,"Brandbergen,Haninge",6490.0,Haninge kommun,False,1650000,84.0,3.0,59.1715578,18.1649097,59.3324,18.0645,18.77369556216351
Upplandsgatan 47,141284.40366972476,False,Vasastan,True,5.0,"Vasastan,Stockholm",5474.0,Stockholms kommun,True,15400000,109.0,3.5,59.3415042,18.0495132,59.3324,18.0645,1.3217859912011025
Fageredsgränd 28,28368.42105263158,True,Östberga,True,1.0,"Östberga,Stockholm",5718.0,Stockholms kommun,False,2695000,95.0,4.0,59.2899298,18.029607,59.3324,18.0645,5.120838920716674
Barkarbyvägen 92,54411.76470588235,True,Barkarbystaden,True,3.0,"Barkarbystaden,Järfälla",2990.0,Järfälla kommun,False,1850000,34.0,2.0,59.4147066,17.8672019,59.3324,18.0645,14.445444974023186
Arkadvägen 1,97826.08695652174,False,Johanneshov,True,3.0,"Johanneshov,Stockholm",2081.0,Stockholms kommun,False,2250000,23.0,1.0,59.2948403,18.086630329361462,59.3324,18.0645,4.361172945677536
Helsingörsgatan 32,31682.24299065421,False,Kista,True,1.0,"Kista,Stockholm",4331.0,Stockholms kommun,True,1695000,53.5,1.0,59.4006606,17.9395568,59.3324,18.0645,10.379090861412667
Assessorsgatan 18D,98142.85714285714,False,Södermalm,True,4.0,"Södermalm,Stockholm",2536.0,Stockholms kommun,False,6870000,70.0,2.5,59.3087574,18.0685987,59.3324,18.0645,2.639201814746429
Maria Prästgårdsgata 8,116578.94736842104,False,Södermalm,False,3.0,"Södermalm,Stockholm",2515.0,Stockholms kommun,False,4430000,38.0,2.0,59.3164616,18.0661429,59.3324,18.0645,1.7747181297230823
Gribbylundsvägen 78A,31547.61904761905,True,Gribbylund,True,1.0,"Gribbylund,Täby",7321.0,Täby kommun,False,2650000,84.0,4.0,59.4578143,18.0860491,59.3324,18.0645,13.998689785876888
Kista Gårdsväg 16,47078.651685393255,True,Kista,True,3.0,"Kista,Stockholm",4371.0,Stockholms kommun,False,2095000,44.5,2.0,59.4071927,17.9440758,59.3324,18.0645,10.75689164366587
Karl Martins väg 12,35769.230769230766,False,Petersberg,False,3.0,"Petersberg,Vaxholm",3096.0,Vaxholms kommun,False,1395000,39.0,1.0,59.4036983,18.322682280630666,59.3324,18.0645,16.63791353989109
Härnevi Skolväg 9A,39875.0,True,Bro,True,2.0,"Bro,Upplands-Bro",2934.0,Upplands-Bro kommun,False,1595000,40.0,2.0,59.5142175,17.6323378,59.3324,18.0645,31.721829434138883
Tranebergsvägen 52,72636.36363636363,True,Bromma Traneberg,False,3.0,"Bromma Traneberg,Stockholm",3861.0,Stockholms kommun,False,3995000,55.0,2.0,59.33467725,17.981082999999998,59.3324,18.0645,4.737667064551806
Vallavägen 197,25000.0,True,Centrala Handen,False,2.0,"Centrala Handen,Haninge",7961.0,Haninge kommun,False,2150000,86.0,3.0,59.1618392,18.152268,59.3324,18.0645,19.611044632763242
Flottiljvägen 89D,34736.84210526316,True,Riksten,False,2.0,"Riksten,Botkyrka",6048.0,Botkyrka kommun,False,3960000,114.0,5.0,59.1887663,17.9160703,59.3324,18.0645,18.062413256675836
Axvägen 41,18224.29906542056,False,Viksjö,False,1.0,"Viksjö,Järfälla",8035.0,Järfälla kommun,True,1950000,107.0,5.0,59.4138288,17.806562466666666,59.3324,18.0645,17.18955893159383
Kronborgsgränd 52,34301.07526881721,False,Kista,True,1.0,"Kista,Stockholm",5104.0,Stockholms kommun,True,1595000,46.5,2.0,59.3953591,17.9483999,59.3324,18.0645,9.606671925835148
Vapengatan 19,69716.98113207547,True,Aspudden,False,3.0,"Aspudden,Stockholm",3331.0,Stockholms kommun,False,3695000,53.0,2.0,59.3059252,17.99428,59.3324,18.0645,4.953746797033862
Stallgatan 14A,27196.969696969696,True,Smedby,True,4.0,"Smedby,Upplands Väsby",3961.0,Upplands Väsby kommun,False,1795000,66.0,3.0,59.5132805,17.9068736,59.3324,18.0645,22.000645819651222
Beckomberga Ängsväg 22,53103.44827586207,False,Bromma,True,1.0,"Bromma,Stockholm",4213.0,Stockholms kommun,True,3080000,58.0,3.0,59.3570944,17.898936671639433,59.3324,18.0645,9.780013208648253
Edsvägen 4,33658.53658536585,False,Huddinge Centrum,False,1.0,"Huddinge Centrum,Huddinge",4287.0,Huddinge kommun,False,2070000,61.5,2.0,59.2339186,17.989494,59.3324,18.0645,11.750125460387482
Dalgången 5,54859.15492957747,True,Bromma,False,1.0,"Bromma,Stockholm",5612.0,Stockholms kommun,False,3895000,71.0,3.5,59.3317314,17.9118073,59.3324,18.0645,8.660476758979698
Sandstuguvägen 55,42285.71428571428,True,Tumba,True,4.0,"Tumba,Botkyrka",4378.0,Botkyrka kommun,False,2220000,52.5,2.0,59.1986009,17.8017523,59.3324,18.0645,21.07817480070434
Oxens gata 237,19621.21212121212,True,Brandbergen,True,6.0,"Brandbergen,Haninge",5928.0,Haninge kommun,False,1295000,66.0,2.0,59.1694916,18.1632858,59.3324,18.0645,18.965205594698197
Ellen Keys gata 95,50000.0,True,Fruängen,False,2.0,"Fruängen,Stockholm",4351.0,Stockholms kommun,False,3800000,76.0,3.0,59.2836814,17.9657972,59.3324,18.0645,7.792896355343205
Pilvingegatan 48,45454.545454545456,True,Skarpnäck,True,4.0,"Skarpnäck,Stockholm",5728.0,Stockholms kommun,False,4000000,88.0,4.0,59.2697233,18.1276661,59.3324,18.0645,7.837705221892185
Cirkusvägen 8,55294.117647058825,True,Västberga,False,1.0,"Västberga,Stockholm",3114.0,Stockholms kommun,False,2820000,51.0,2.0,59.2953195,18.0071839,59.3324,18.0645,5.251591032645814
Wilhelm Kåges gata 50B,47722.22222222222,True,Gustavsberg Porslinskvarteren,False,2.0,"Gustavsberg Porslinskvarteren,Värmdö",6568.0,Värmdö kommun,False,4295000,90.0,4.0,59.3219491,18.3868204,59.3324,18.0645,18.320316216369786
Huvudstalundsvägen 4,57307.69230769231,True,Huvudsta,True,1.0,"Huvudsta,Solna",5140.0,Solna kommun,False,4470000,78.0,3.0,59.35400665,18.006455518863067,59.3324,18.0645,4.074658126860999
Fatburs Kvarngata 5,71407.4074074074,True,Södermalm,True,5.0,"Södermalm,Stockholm",6137.0,Stockholms kommun,False,4820000,67.5,2.0,59.3130382,18.0584321,59.3324,18.0645,2.1802816196066757
Tornérvägen 7,28867.924528301886,True,Jakobsberg,True,5.0,"Jakobsberg,Järfälla",4284.0,Järfälla kommun,False,2295000,79.5,3.0,59.4215997,17.8392845,59.3324,18.0645,16.158748561127418
Sleipnervägen 89,22285.714285714286,False,Centrala Handen,False,2.0,"Centrala Handen,Haninge",7606.0,Haninge kommun,False,2340000,105.0,5.0,59.1623318,18.142497,59.3324,18.0645,19.423747970560264
Myrstuguvägen 365,30240.0,False,Masmo,True,2.0,"Masmo,Huddinge",4859.0,Huddinge kommun,False,1890000,62.5,2.0,59.2486396,17.8800048,59.3324,18.0645,14.018058788572853
Hägerneholmsvägen 7B,48658.53658536585,True,Hägerneholm,True,1.0,"Hägerneholm,Täby",2904.0,Täby kommun,False,1995000,41.0,2.0,59.4697066,18.1192727,59.3324,18.0645,15.579370567588247
Hammarbyvägen 70,22397.95918367347,True,Apoteksskogen,True,8.0,"Apoteksskogen,Upplands Väsby",7038.0,Upplands Väsby kommun,False,2195000,98.0,4.0,59.527962599999995,17.9202329607861,59.3324,18.0645,23.22568934211406
Drottninggatan 112C,122702.7027027027,False,Vasastan,True,1.0,"Vasastan,Stockholm",1192.0,Stockholms kommun,True,4540000,37.0,2.0,59.3357611,18.0595426,59.3324,18.0645,0.4676794246180009
Mangårdsvägen 31,22166.666666666668,True,Visättra,True,3.0,"Visättra,Huddinge",6265.0,Huddinge kommun,False,1995000,90.0,3.0,59.2145752,17.9491181,59.3324,18.0645,14.649974493499522
Lobeliavägen 3,62142.857142857145,True,Hedvigslund,True,1.0,"Hedvigslund,Nacka",2239.0,Nacka kommun,False,1740000,28.0,1.0,59.2487885,18.1901059,59.3324,18.0645,11.717986551204243
Pastellvägen 17,59237.28813559322,False,Johanneshov,True,2.0,"Johanneshov,Stockholm",3087.0,Stockholms kommun,False,3495000,59.0,2.0,59.2910735,18.0879409,59.3324,18.0645,4.783972026868312
Odelbergsvägen 22,61363.63636363636,False,Enskede Gård,False,1.0,"Enskede Gård,Stockholm",4616.0,Stockholms kommun,False,2700000,44.0,2.0,59.290555,18.0679659,59.3324,18.0645,4.657107181579031
Torsgatan 72,99558.82352941176,False,Vasastan,True,1.0,"Vasastan,Stockholm",2962.0,Stockholms kommun,False,6770000,68.0,3.0,59.3447881,18.0349098,59.3324,18.0645,2.1709249755675897
Blekingegatan 18,94137.93103448275,False,Södermalm,True,2.0,"Södermalm,Stockholm",4457.0,Stockholms kommun,False,8190000,87.0,2.0,59.3094492,18.0675221,59.3324,18.0645,2.557765802780963
Magasinsgången 9,93088.23529411764,False,Kvarnholmen,True,9.0,"Kvarnholmen,Nacka",5703.0,Nacka kommun,False,6330000,68.0,2.0,59.3173699,18.1420107,59.3324,18.0645,4.703951561478898
Arvid Tydéns Allé 22,71648.35164835164,True,Huvudsta,True,1.0,"Huvudsta,Solna",2548.0,Solna kommun,False,3260000,45.5,2.0,59.3524805,18.0057512,59.3324,18.0645,4.010130147997024
Slätbaksvägen 46,67547.16981132075,True,Årsta,False,2.0,"Årsta,Stockholm",2960.0,Stockholms kommun,False,3580000,53.0,3.0,59.2973229,18.0652814,59.3324,18.0645,3.900647589470489
Karlsviksgatan 6,109000.0,False,Kungsholmen,True,0.0,"Kungsholmen,Stockholm",2090.0,Stockholms kommun,False,3270000,30.0,1.5,59.3295923,18.0282508,59.3324,18.0645,2.0795528112667014
Herrgårdsvägen 10B,31454.545454545456,True,Centrala Väsby,False,1.0,"Centrala Väsby,Upplands Väsby",4136.0,Upplands Väsby kommun,False,1730000,55.0,2.0,59.216142500000004,18.193806026117187,59.3324,18.0645,14.868775479095332
Katarina Bangata 79,97000.0,False,Sofia,False,2.0,"Sofia,Stockholm",517.0,Stockholms kommun,False,4850000,50.0,1.0,59.3080438,18.0906806,59.3324,18.0645,3.0888793908744967
Arkens väg 2,36272.72727272727,False,Handen,False,3.0,"Handen,Haninge",4324.0,Haninge kommun,False,1995000,55.0,2.0,59.1607178,18.1357503,59.3324,18.0645,19.515316439187917
Cedergrensvägen 36,71285.71428571429,False,Midsommarkransen,False,1.0,"Midsommarkransen,Stockholm",3206.0,Stockholms kommun,False,2495000,35.0,2.0,59.3012887,17.9988828,59.3324,18.0645,5.082323491688654
Hornsbergs Strand 95,92485.54913294796,False,Kungsholmen,True,1.0,"Kungsholmen,Stockholm",3473.0,Stockholms kommun,True,8000000,86.5,3.5,59.3385822,18.0025311,59.3324,18.0645,3.580892827029935
Huvudstagatan 33,62727.27272727273,True,Huvudsta,True,6.0,"Huvudsta,Solna",3703.0,Solna kommun,False,3450000,55.0,2.0,59.3502635,17.9967379,59.3324,18.0645,4.325244348889686
Brålunden 16,72666.66666666667,True,Bromma,False,2.0,"Bromma,Stockholm",3408.0,Stockholms kommun,False,5450000,75.0,3.0,59.3314809,17.9314935,59.3324,18.0645,7.544350627859206
Duvbergsvägen 34,25937.5,False,Vårby Gård,True,2.0,"Vårby Gård,Huddinge",5554.0,Huddinge kommun,False,2490000,96.0,4.0,59.4467304,18.0089683,59.3324,18.0645,13.09600869224455
Trehörningen 19,28046.875,True,Kallhäll,False,3.0,"Kallhäll,Järfälla",5079.0,Järfälla kommun,False,1795000,64.0,3.0,59.4625243,17.8208199,59.3324,18.0645,19.99076014826041
Ålgrytebacken 18,45256.41025641026,True,Bredäng,False,1.0,"Bredäng,Stockholm",3974.0,Stockholms kommun,False,3530000,78.0,3.0,59.2983115,17.9335268,59.3324,18.0645,8.342763329688648
Ugglevägen 23C,50769.230769230766,True,Ektorp,False,3.0,"Ektorp,Nacka",3989.0,Nacka kommun,False,2970000,58.5,2.0,59.3103809,18.2056549,59.3324,18.0645,8.374214091703644
Thorildsvägen 5,81395.3488372093,False,Kungsholmen,True,1.0,"Kungsholmen,Stockholm",6791.0,Stockholms kommun,False,10500000,129.0,6.0,59.3323352,18.0161955,59.3324,18.0645,2.739635866109698
Stenkvistavägen 16,57692.307692307695,True,Bandhagen,True,1.0,"Bandhagen,Stockholm",3778.0,Stockholms kommun,False,2250000,39.0,1.0,59.2652986,18.040264,59.3324,18.0645,7.587138768355329
Kumminvägen 16,59545.454545454544,True,Hökarängen,True,5.0,"Hökarängen,Stockholm",3345.0,Stockholms kommun,False,2620000,44.0,2.0,59.2533513,18.0844453,59.3324,18.0645,8.86247446459686
Centralvägen 16,30645.16129032258,False,Centrala Väsby,True,1.0,"Centrala Väsby,Upplands Väsby",5836.0,Upplands Väsby kommun,True,2850000,93.0,3.0,59.5206715,17.9075941,59.3324,18.0645,22.738093710771192
Domarvägen 10,47676.76767676768,True,Centrala Huddinge,False,3.0,"Centrala Huddinge,Huddinge",4604.0,Huddinge kommun,False,4720000,99.0,4.0,59.3921875,18.05242524767452,59.3324,18.0645,6.683184467172647
Fyrskeppsvägen 15,54084.50704225352,True,Kärrtorp,False,3.0,"Kärrtorp,Stockholm",6350.0,Stockholms kommun,False,3840000,71.0,3.0,59.2886692,18.1012481,59.3324,18.0645,5.291006944404333
Gullmarsvägen 12,70517.24137931035,True,Gullmarsplan,True,6.0,"Gullmarsplan,Stockholm",4103.0,Stockholms kommun,False,4090000,58.0,2.0,59.2983218,18.0756676,59.3324,18.0645,3.8419446690188073
Bagarfruvägen 91,45000.0,True,Sköndal,True,1.0,"Sköndal,Stockholm",5638.0,Stockholms kommun,False,3690000,82.0,4.0,59.2569023,18.1082072,59.3324,18.0645,8.754078702568407
Torsvikssvängen 29,68727.27272727272,True,Torsvik,False,2.0,"Torsvik,Lidingö",2608.0,Lidingö kommun,False,3780000,55.0,2.0,59.3656488,18.1201197,59.3324,18.0645,4.8589844621415645
Grindtorpsvägen 3,42131.147540983606,True,Grindtorp,True,3.0,"Grindtorp,Täby",4244.0,Täby kommun,False,2570000,61.0,2.5,59.4410416,18.0744503,59.3324,18.0645,12.093527032955434
Loviselundsvägen 21B,31065.573770491803,True,Hässelby Gård,True,2.0,"Hässelby Gård,Stockholm",4824.0,Stockholms kommun,False,1895000,61.0,2.0,59.3680411,17.8365176,59.3324,18.0645,13.517407196462086
Sollentunavägen 309,56896.55172413793,False,Häggvik Strand,True,3.0,"Häggvik Strand,Sollentuna",2516.0,Sollentuna kommun,False,1650000,29.0,1.0,59.4498321,17.9319654,59.3324,18.0645,15.060356579878452
Spikskogatan 18,58571.42857142857,True,Älvsjöstaden,True,2.0,"Älvsjöstaden,Stockholm",4619.0,Stockholms kommun,False,4510000,77.0,3.0,59.281920150000005,18.005880037806595,59.3324,18.0645,6.525089616513201
Fabelvägen 3,19371.42857142857,True,Kallhäll,True,1.0,"Kallhäll,Järfälla",6781.0,Järfälla kommun,False,1695000,87.5,3.0,59.4510766,17.8178223,59.3324,18.0645,19.21433152264016
Dalagatan 86C,116041.66666666669,False,Vasastan,True,4.0,"Vasastan,Stockholm",3220.0,Stockholms kommun,False,5570000,48.0,2.0,59.3462378,18.0420127,59.3324,18.0645,1.9983783816046408
Finslipargränd 15,48909.09090909091,True,Centralt,True,4.0,"Centralt,Huddinge",5729.0,Huddinge kommun,False,2690000,55.0,2.0,59.2335125,17.9892637,59.3324,18.0645,11.796961725747765
Prästgårdsgränd 10,51066.66666666666,True,Älvsjö,True,3.0,"Älvsjö,Stockholm",4213.0,Stockholms kommun,False,3830000,75.0,3.0,59.2808119,18.0115607,59.3324,18.0645,6.4756597553449
Årstavägen 51,67564.10256410256,True,Årsta,False,2.0,"Årsta,Stockholm",6096.0,Stockholms kommun,False,5270000,78.0,3.0,59.296734,18.0512535,59.3324,18.0645,4.036485019187767
Sköntorpsvägen 124,72234.0425531915,True,Årsta,True,7.0,"Årsta,Stockholm",5760.0,Stockholms kommun,False,6790000,94.0,4.0,59.3019377,18.0531352,59.3324,18.0645,3.4480890089035854
Kungssätravägen 25B,31160.714285714286,True,Sätra,True,4.0,"Sätra,Stockholm",4858.0,Stockholms kommun,False,1745000,56.0,2.0,59.2852965,17.9252608,59.3324,18.0645,9.48066474367994
Upplysningens väg 15,42307.69230769231,True,Centrala Väsby,True,1.0,"Centrala Väsby,Upplands Väsby",3608.0,Upplands Väsby kommun,False,2200000,52.0,2.0,59.5190961,17.9009234,59.3324,18.0645,22.727947686139373
Glidflyktsgatan 6,44494.38202247191,True,Skarpnäck,True,4.0,"Skarpnäck,Stockholm",6465.0,Stockholms kommun,False,3960000,89.0,4.0,59.2683652,18.1307653,59.3324,18.0645,8.052988177322462
Borgarfjordsgatan 21A,43220.338983050846,True,Kista,True,2.0,"Kista,Stockholm",4004.0,Stockholms kommun,False,2550000,59.0,2.0,59.405035049999995,17.942004903426582,59.3324,18.0645,10.648725049403819
Frihetsvägen 2A,45319.14893617021,True,Jakobsberg,True,5.0,"Jakobsberg,Järfälla",3394.0,Järfälla kommun,False,2130000,47.0,2.0,59.4179069,17.8328246,59.3324,18.0645,16.20543029640528
Glavagatan 33,38318.58407079646,True,Farsta,True,1.0,"Farsta,Stockholm",7167.0,Stockholms kommun,False,4330000,113.0,5.0,59.2357958,18.1011502,59.3324,18.0645,10.941726702955416
Ursviks Allé 23,42039.47368421053,False,Ursvik,True,0.0,"Ursvik,Sundbyberg",5295.0,Sundbybergs kommun,False,3195000,76.0,4.5,59.3838737,17.9462652,59.3324,18.0645,8.812432407024923
Kocksgatan 43A,107083.33333333331,True,Katarina,True,2.0,"Katarina,Stockholm",3903.0,Stockholms kommun,False,7710000,72.0,3.0,59.3146523,18.0826353,59.3324,18.0645,2.225534143146309
Hanvedens Allé 54C,36524.39024390244,True,Tullinge,False,1.0,"Tullinge,Botkyrka",4975.0,Botkyrka kommun,False,2995000,82.0,4.0,59.1828516,17.9214959,59.3324,18.0645,18.509329307176845
Hallebergsvägen 25,72878.78787878787,False,Traneberg,False,1.0,"Traneberg,Stockholm",4645.0,Stockholms kommun,False,4810000,66.0,3.0,59.3384741,17.9835956,59.3324,18.0645,4.637585963880824
Näckrosvägen 25,70088.49557522124,True,Råsunda,True,6.0,"Råsunda,Solna",3518.0,Solna kommun,False,3960000,56.5,2.0,59.3687131,17.9836076,59.3324,18.0645,6.109839350363477
Kavallerigatan 9,28492.06349206349,True,Centrum,False,2.0,"Centrum,Upplands Väsby",4172.0,Upplands Väsby kommun,False,1795000,63.0,2.0,59.5155113,17.9175338,59.3324,18.0645,21.99260423528122
Lötsjövägen 93,36789.47368421053,True,Hallonbergen,True,1.0,"Hallonbergen,Sundbyberg",6734.0,Sundbybergs kommun,False,3495000,95.0,4.0,59.37428415,17.967527829230768,59.3324,18.0645,7.204268662711419
Fältstensvägen 72,27098.765432098764,True,Jordbro,False,2.0,"Jordbro,Haninge",5059.0,Haninge kommun,False,2195000,81.0,4.0,59.1376381,18.132842,59.3324,18.0645,22.00262387633635
Vega Allé 114,46500.0,True,Vega,True,4.0,"Vega,Haninge",6525.0,Haninge kommun,False,3720000,80.0,4.0,59.183893,18.1303394,59.3324,18.0645,16.93195872626622
Storsjövägen 41,59230.769230769234,True,Årsta,False,2.0,"Årsta,Stockholm",3514.0,Stockholms kommun,False,3080000,52.0,2.0,59.298095,18.0393565,59.3324,18.0645,4.072634134754625
Bjursätragatan 6,49062.5,False,Enskede-Årsta-Vantör,False,6.0,"Enskede-Årsta-Vantör,Stockholm",2990.0,Stockholms kommun,False,1570000,32.0,2.0,59.2572982,18.0315115,59.3324,18.0645,8.55841306697072
Spångavägen 37,53333.333333333336,False,Bromma,False,2.0,"Bromma,Stockholm",5479.0,Stockholms kommun,False,3200000,60.0,3.0,59.3565773,17.9108002,59.3324,18.0645,9.119363690418714
Älvsjö Stationsgata 2A,66590.90909090909,True,Älvsjö,True,5.0,"Älvsjö,Stockholm",3236.0,Stockholms kommun,False,2930000,44.0,2.0,59.2798284,18.012557119520093,59.3324,18.0645,6.547087887869081
Radiusbacken 39,71025.64102564103,True,Hägersten-Liljeholmen,True,2.0,"Hägersten-Liljeholmen,Stockholm",2990.0,Stockholms kommun,False,2770000,39.0,2.0,59.2981247,18.0039586,59.3324,18.0645,5.131021175745411
Snickerigatan 11,71853.93258426966,True,Telefonplan,True,6.0,"Telefonplan,Stockholm",5750.0,Stockholms kommun,False,6395000,89.0,3.0,59.2992869,17.989402,59.3324,18.0645,5.631692196828183
Älvsjö Stationsgata 2B,66590.90909090909,True,Älvsjö,True,4.0,"Älvsjö,Stockholm",3236.0,Stockholms kommun,False,2930000,44.0,2.0,59.2798284,18.012557119520093,59.3324,18.0645,6.547087887869081
Sköllerstagatan 58,49833.333333333336,True,Bandhagen,True,1.0,"Bandhagen,Stockholm",2558.0,Stockholms kommun,False,1495000,30.0,1.0,59.2565993,18.0213439,59.3324,18.0645,8.77761039862801
Bridgevägen 12,38125.0,False,Trångsund,False,1.0,"Trångsund,Huddinge",3087.0,Huddinge kommun,False,1220000,32.0,1.0,59.2394299,18.1299627,59.3324,18.0645,10.98601372659251
Luntmakargatan 63,120344.8275862069,True,Norrmalm,True,2.0,"Norrmalm,Stockholm",1060.0,Stockholms kommun,False,3490000,29.0,1.0,59.3403808,18.0604709,59.3324,18.0645,0.9163668650314836
Turingevägen 53A,43939.393939393936,True,Örby,False,1.0,"Örby,Stockholm",4371.0,Stockholms kommun,False,2900000,66.0,3.0,59.0936251,17.5578772,59.3324,18.0645,39.196145614717175
Torsgatan 42B,123260.8695652174,False,Vasastan,True,5.0,"Vasastan,Stockholm",2524.0,Stockholms kommun,False,5670000,46.0,2.0,59.3426581,18.0366755,59.3324,18.0645,1.946967748230631
Signe Tillischgatan 14,63974.35897435898,True,Frösunda,True,6.0,"Frösunda,Solna",5482.0,Solna kommun,False,4990000,78.0,3.0,59.3723515,18.01310455415622,59.3324,18.0645,5.3124168189439
Holmingegränd 3,19879.51807228916,True,Spånga,False,2.0,"Spånga,Stockholm",6077.0,Stockholms kommun,False,1650000,83.0,3.0,59.3906811,17.9103575,59.3324,18.0645,10.87632074209149
Nockeby Kyrkväg 43,78613.86138613861,True,Nockeby,True,2.0,"Nockeby,Stockholm",6009.0,Stockholms kommun,False,7940000,101.0,4.0,59.3284177,17.916486566569887,59.3324,18.0645,8.406846795182952
Beckombergavägen 216,52125.9842519685,False,Bromma,False,2.0,"Bromma,Stockholm",3805.0,Stockholms kommun,False,3310000,63.5,2.0,59.35520635,17.9022254,59.3324,18.0645,9.543526290322745
Nynäsvägen 323,67246.37681159421,False,Enskede,False,2.0,"Enskede,Stockholm",4910.0,Stockholms kommun,False,4640000,69.0,3.0,59.2846136,18.0901425,59.3324,18.0645,5.509306489659982
Furusundsgatan 14,110000.0,True,Gärdet,True,6.0,"Gärdet,Stockholm",3064.0,Stockholms kommun,False,4400000,40.0,2.0,59.3466726,18.0982809,59.3324,18.0645,2.4875405574823133
Radarvägen 23,32437.5,True,Hägernäs,True,8.0,"Hägernäs,Täby",5334.0,Täby kommun,False,2595000,80.0,3.0,59.4503735,18.1225677,59.3324,18.0645,13.523750962959355
Ringvägen 108,97741.93548387096,False,Södermalm,False,3.0,"Södermalm,Stockholm",3343.0,Stockholms kommun,False,9090000,93.0,3.0,59.3077326,18.0779464,59.3324,18.0645,2.8470087339477708
Messeniusgatan 6,88043.47826086957,True,Fredhäll,True,1.0,"Fredhäll,Stockholm",3361.0,Stockholms kommun,False,4050000,46.0,3.0,59.3305839,17.9998437,59.3324,18.0645,3.6726816185505946
Pontonjärgatan 21,118717.94871794872,True,Kungsholmen,True,6.0,"Kungsholmen,Stockholm",3286.0,Stockholms kommun,False,9260000,78.0,3.0,59.328764,18.0336347,59.3324,18.0645,1.7967209130651303
Lagmansbacken 7,41666.66666666666,True,Norsborg,True,6.0,"Norsborg,Botkyrka",2377.0,Botkyrka kommun,False,1250000,30.0,1.0,59.240191949999996,17.844887149999998,59.3324,18.0645,16.145760438922625
Filipstadsbacken 42,41880.34188034188,False,Farsta Stadsdelsområde,False,3.0,"Farsta Stadsdelsområde,Stockholm",3312.0,Stockholms kommun,False,2450000,58.5,2.0,59.2390209,18.1041871,59.3324,18.0645,10.625108850534259
Vasavägen 6B,49259.25925925926,True,Centrala Vaxholm,False,2.0,"Centrala Vaxholm,Vaxholm",4036.0,Vaxholms kommun,False,2660000,54.0,2.0,59.4719889,17.90678,59.3324,18.0645,17.905503389366014
Kista Gårdsväg 16,42000.0,True,Kista,True,5.0,"Kista,Stockholm",4600.0,Stockholms kommun,False,1995000,47.5,2.0,59.4071927,17.9440758,59.3324,18.0645,10.75689164366587
Ralångsvägen 1A,67301.58730158731,True,Årsta,True,4.0,"Årsta,Stockholm",4601.0,Stockholms kommun,False,4240000,63.0,3.0,59.2937181,18.059654,59.3324,18.0645,4.3100132002307445
Fabrikörvägen 4A,81325.30120481928,True,Nacka Strand,True,4.0,"Nacka Strand,Nacka",5368.0,Nacka kommun,False,6750000,83.0,3.0,59.3167076,18.1581987,59.3324,18.0645,5.59449380962546
Tellusborgsvägen 92,67432.43243243243,False,Hägersten-Liljeholmen,False,2.0,"Hägersten-Liljeholmen,Stockholm",2417.0,Stockholms kommun,False,2495000,37.0,1.0,59.2966694,18.0007293,59.3324,18.0645,5.374031610909089
Karlsviksgatan 9,106250.0,True,Kungsholmen,True,1.0,"Kungsholmen,Stockholm",1976.0,Stockholms kommun,False,4250000,40.0,1.5,59.3304709,18.0287293,59.3324,18.0645,2.040126395951791
Norr Mälarstrand 62,107272.72727272728,False,Kungsholmen,True,2.0,"Kungsholmen,Stockholm",2365.0,Stockholms kommun,False,4720000,44.0,2.0,59.3280722,18.0348518,59.3324,18.0645,1.749127402563604
Ståltrådsvägen 46,52436.97478991596,False,Bromma Johannesfred,False,1.0,"Bromma Johannesfred,Stockholm",3267.0,Stockholms kommun,False,3120000,59.5,2.0,59.3465542,17.9756082,59.3324,18.0645,5.280514163295319
Hagaesplanaden 73,98617.02127659574,True,Vasastan Hagastaden,True,5.0,"Vasastan Hagastaden,Stockholm",7005.0,Stockholms kommun,False,9270000,94.0,4.0,59.3486479,18.0356139,59.3324,18.0645,2.438613531376459
Gjutarplan 2,43000.0,True,Kallhäll,True,5.0,"Kallhäll,Järfälla",3438.0,Järfälla kommun,False,2150000,50.0,2.0,59.4544258,17.8076059,59.3324,18.0645,19.890402829625604
